Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
174	23	Clostridium difficile	Gram positive bacterium	propyl butyrate	7770	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methyl pentanoate	12206	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-butanol	6568	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	ethyl propionate	7749	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-octanone	8093	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methyl thioacetate	73750	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-pentylfuran	19602	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methyl hexanoate	7824	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	ethyl pentanoate	10882	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-ethylhexanoic acid	8697	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methanol	887	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	butyl propionate	11529	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	3-penten-2-one	12248	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	benzoic acid	243	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	phenylmethanol	244	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	undecane	14257	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	"2,3,5-trithiahexane"	93236	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-ethyl-1-hexanol	7720	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	dodecane	8182	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-butenal	447466	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	acetamide	178	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-furaldehyde	7362	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-nonanone	13187	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	3-methyl-2-butenal	61020	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	1-octen-3-ol	18827	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	4-heptanone	31246	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methacrolein	6562	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	ethyl isobutyrate	7342	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	benzonitrile	7505	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	isoamyl acetate	31276	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	4-methyl-1-pentanol	12296	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	1-penten-3-ol  	12020	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	3-methyl-2-butenol	11173	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	3-methyl-2-cyclohexenone  	14511	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	6-methyl-2-heptanone	13572	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	(Z)-2-heptenal	5362616	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-hexenal	5281168	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	(E)-3-octenal	5283325	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	(Z)-2-pentenol	5364919	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	acrolein	7847	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	5H-1-Pyrindine	575987	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	4-methylphenyl acetate	8797	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	(dimethylamino)acetonitrile  	61237	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methyl isovalerate	11160	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	propyl isovalerate	11176	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	cis-1-p-menthanol	89437	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	cyclohexanone	7967	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	cyclopentane	9253	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-(methylthio)-ethanol	78925	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	methyl 4-methylpentanoate	17008	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	propyl pentanoate	67328	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-methoxyphenol  	460	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	2-methoxy-4-methylphenol	7144	SPME-GC-MS analysis	clinical sample															
174	23	Clostridium difficile	Gram positive bacterium	"2,5-dimethylpyrazine"	31252	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	butanoic acid	264	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-methylbutanoic acid	8314	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	carbon disulfide	6348	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	dimethyl sulfide	1068	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	dimethyl disulfide	12232	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	indole	798	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	4-methylphenol	2879	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-methylfuran	13587	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-methylbutanoic acid	10430	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	dimethyl trisulfide	19310	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	limonene	22311	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methanethiol	878	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	propanal	527	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methyl acetate	6584	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-hexanone	11583	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	cymol	7463	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-phenylacetaldehyde	998	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methyl butyrate	12180	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methyl propionate	11124	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	"2,3-pentanedione"	11747	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	phenol	996	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-propanol	3776	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-methylpropanoic acid	6590	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-methyl-1H-indole	6736	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	isobutanol	6560	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-carene	26049	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	heptanoic acid	8094	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methyl isobutyl ketone	7909	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	isopentanol	31260	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-phenylethanol	6054	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	1-propanol	1031	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	acetophenone	7410	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	"2,3-hexanedione"	19707	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	caryophyllene	5322111	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	n-propyl acetate	7997	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	styrene	7501	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	toluene	1140	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	pentanal	8063	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-(2-ethoxyethoxy)-ethanol	8146	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-butanol	6568	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	n-pentane	8003	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-pentylfuran	19602	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	ethyl pentanoate	10882	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	1-octanol	957	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	2-ethylhexanoic acid	8697	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	methanol	887	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-penten-2-one	12248	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	benzoic acid	243	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	ethylbenzene	7500	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	linalool	6549	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	heptanal	8130	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	phenylmethanol	244	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	octanal	454	SPME-GC-MS analysis	clinical sample															
175	23	Campylobacter jejuni	Gram negative bacterium	3-heptanone	7802	SPME-GC-MS analysis	clinical sample															
